# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
21404.5000 A1486 2000000 1 54.5000 Street_3 Street_5 299 N Street_3->Street_5
21419.8000 A1424 2000000 5 1011.8000 Street_4 Avenue_11 283 N Street_4->Street_8->Street_10->Street_6->Avenue_17->Avenue_11
21420.8000 A1469 2000000 2 335.8000 Street_6 Street_9 294 N Street_6->Street_2->Street_9
21432.1000 A1470 2000000 2 329.1000 Avenue_18 Street_2 294 N Avenue_18->Street_8->Street_2
21513.0000 A1480 2000000 2 259.0000 Street_6 Avenue_20 295 N Street_6->Street_4->Avenue_20
21565.3000 A1499 2000000 1 2.3000 Avenue_14 Avenue_11 299 N Avenue_14->Avenue_11
21581.7000 A1462 2000000 3 607.7000 Street_6 Avenue_20 289 N Street_6->Street_4->Street_6->Avenue_20
21588.9000 A1346 2000000 8 2286.9000 Avenue_12 Street_3 261 N Avenue_12->Avenue_13->Avenue_16->Avenue_12->Avenue_20->Avenue_12->Avenue_18->Street_8->Street_3
21610.9000 A1428 2000000 2 1144.9000 Avenue_15 Avenue_16 280 N Avenue_15->Street_5->Avenue_16
21620.3000 A1461 2000000 2 664.3000 Street_9 Avenue_18 288 N Street_9->Avenue_17->Avenue_18
21661.0000 A1487 2000000 1 293.0000 Street_10 Street_1 295 N Street_10->Street_1
21713.1000 A1475 2000000 1 541.1000 Street_9 Street_2 290 N Street_9->Street_2
21716.4000 A1479 2000000 3 476.4000 Street_3 Avenue_17 292 N Street_3->Street_5->Avenue_20->Avenue_17
21727.3000 A1433 2000000 4 1181.3000 Street_5 Avenue_14 280 N Street_5->Street_4->Street_6->Street_7->Avenue_14
21728.8000 A1498 2000000 1 180.8000 Avenue_14 Street_7 296 N Avenue_14->Street_7
21729.3000 A1474 2000000 1 576.3000 Avenue_17 Street_3 290 N Avenue_17->Street_3
21735.0000 A1436 2000000 3 1146.0000 Avenue_20 Street_3 280 N Avenue_20->Avenue_11->Avenue_14->Street_3
21736.5000 A1471 2000000 4 623.5000 Street_6 Avenue_14 289 N Street_6->Street_4->Street_2->Street_3->Avenue_14
21747.4000 A1508 2000000 1 53.4000 Street_1 Street_8 299 N Street_1->Street_8
21797.8000 A1489 2000000 2 396.8000 Street_2 Street_6 293 N Street_2->Street_5->Street_6
21850.5000 A1493 2000000 2 383.5000 Avenue_14 Avenue_18 293 N Avenue_14->Avenue_17->Avenue_18
21886.9000 A1512 2000000 4 141.9000 Street_7 Street_1 297 N Street_7->Street_3->Avenue_17->Street_6->Street_1
21888.9000 A1449 2000000 7 1102.9000 Avenue_16 Street_5 281 N Avenue_16->Avenue_15->Avenue_16->Avenue_11->Avenue_14->Street_7->Street_10->Street_5
21890.4000 A1502 2000000 2 282.4000 Street_4 Street_10 295 N Street_4->Street_5->Street_10
21892.4000 A1422 2000000 7 1517.4000 Avenue_11 Street_8 274 N Avenue_11->Avenue_15->Avenue_12->Avenue_15->Avenue_14->Avenue_17->Street_6->Street_8
21904.9000 A1522 2000000 1 12.9000 Street_2 Street_9 299 N Street_2->Street_9
21925.8000 A1504 2000000 1 294.8000 Street_7 Street_8 295 N Street_7->Street_8
21936.6000 A1501 2000000 2 339.6000 Street_2 Avenue_17 294 N Street_2->Street_5->Avenue_17
21953.6000 A1521 2000000 2 77.6000 Street_2 Street_1 298 N Street_2->Street_3->Street_1
22000.1000 A1509 2000000 2 294.1000 Street_9 Street_10 295 N Street_9->Street_4->Street_10
22001.6000 A1516 2000000 2 195.6000 Street_9 Street_10 296 N Street_9->Street_4->Street_10
22006.1000 A1529 2000000 1 14.1000 Street_2 Street_4 299 N Street_2->Street_4
22074.7000 A1473 2000000 3 931.7000 Avenue_13 Avenue_14 284 N Avenue_13->Avenue_18->Avenue_13->Avenue_14
22076.2000 A1478 2000000 2 855.2000 Avenue_18 Avenue_14 285 N Avenue_18->Avenue_13->Avenue_14
22083.8000 A1534 2000000 1 30.8000 Street_10 Street_8 299 N Street_10->Street_8
22089.5000 A1513 2000000 1 328.5000 Avenue_17 Avenue_12 294 N Avenue_17->Avenue_12
22189.1000 A1543 2000000 1 2.1000 Street_6 Avenue_18 299 N Street_6->Avenue_18
22201.2000 A1528 2000000 1 222.2000 Street_7 Street_1 296 N Street_7->Street_1
22201.4000 A1542 2000000 1 33.4000 Street_5 Street_4 299 N Street_5->Street_4
22202.7000 A1541 2000000 1 46.7000 Street_1 Street_7 299 N Street_1->Street_7
22209.2000 A1535 2000000 2 146.2000 Avenue_12 Avenue_20 297 N Avenue_12->Avenue_19->Avenue_20
22211.7000 A1484 2000000 4 894.7000 Avenue_17 Street_1 285 N Avenue_17->Avenue_20->Street_4->Street_9->Street_1
22223.0000 A1527 2000000 3 254.0000 Street_2 Street_3 295 N Street_2->Street_5->Street_4->Street_3
22367.3000 A1551 2000000 1 52.3000 Avenue_18 Street_8 299 N Avenue_18->Street_8
22377.2000 A1544 2000000 1 174.2000 Avenue_16 Street_8 297 N Avenue_16->Street_8
22378.7000 A1517 2000000 2 561.7000 Street_10 Avenue_16 290 N Street_10->Street_8->Avenue_16
22387.0000 A1539 2000000 2 262.0000 Street_1 Avenue_15 295 N Street_1->Street_7->Avenue_15
22442.6000 A1548 2000000 1 177.6000 Street_9 Street_6 297 N Street_9->Street_6
22454.9000 A1518 2000000 5 618.9000 Street_1 Street_10 289 N Street_1->Street_6->Avenue_18->Street_8->Street_5->Street_10
22500.0000 A1560 2000000 1 70.0000 Street_3 Street_1 298 N Street_3->Street_1
22587.8000 A1556 2000000 1 207.8000 Street_9 Street_10 296 N Street_9->Street_10
22637.3000 A1537 2000000 3 550.3000 Street_6 Avenue_12 290 N Street_6->Street_5->Avenue_16->Avenue_12
22643.7000 A1532 2000000 2 614.7000 Street_9 Avenue_12 289 N Street_9->Street_2->Avenue_12
22669.5000 A1573 2000000 1 56.5000 Street_9 Street_8 299 N Street_9->Street_8
22684.6000 A1494 2000000 6 1199.6000 Avenue_20 Street_10 280 N Avenue_20->Avenue_16->Avenue_20->Avenue_16->Avenue_12->Avenue_19->Street_10
22686.1000 A1538 2000000 1 580.1000 Avenue_19 Street_10 290 N Avenue_19->Street_10
22709.0000 A1550 2000000 4 408.0000 Street_3 Avenue_13 293 N Street_3->Street_2->Avenue_12->Street_10->Avenue_13
22714.6000 A1506 2000000 5 1053.6000 Avenue_12 Avenue_18 282 N Avenue_12->Avenue_19->Avenue_12->Avenue_19->Avenue_17->Avenue_18
22721.6000 A1562 2000000 2 267.6000 Street_10 Street_2 295 N Street_10->Street_8->Street_2
22739.6000 A1552 2000000 1 414.6000 Street_6 Avenue_13 293 N Street_6->Avenue_13
22779.3000 A1554 2000000 6 425.3000 Avenue_14 Street_5 292 N Avenue_14->Avenue_15->Avenue_13->Avenue_12->Street_10->Street_6->Street_5
22793.3000 A1585 2000000 1 8.3000 Street_7 Street_3 299 N Street_7->Street_3
22821.2000 A1581 2000000 1 95.2000 Street_8 Street_10 298 N Street_8->Street_10
22879.4000 A1559 2000000 1 463.4000 Avenue_16 Avenue_17 292 N Avenue_16->Avenue_17
22894.2000 A1536 2000000 4 817.2000 Avenue_18 Avenue_20 286 N Avenue_18->Street_6->Avenue_11->Avenue_15->Avenue_20
22913.9000 A1565 2000000 1 419.9000 Street_4 Street_7 293 N Street_4->Street_7
22958.0000 A1515 2000000 3 1168.0000 Street_9 Avenue_17 280 N Street_9->Street_1->Avenue_19->Avenue_17
22958.4000 A1574 2000000 3 334.4000 Avenue_11 Avenue_14 294 N Avenue_11->Avenue_18->Avenue_15->Avenue_14
22987.3000 A1561 2000000 1 544.3000 Street_3 Street_6 290 N Street_3->Street_6
23022.3000 A1557 2000000 5 631.3000 Avenue_15 Street_7 289 N Avenue_15->Avenue_13->Avenue_12->Street_1->Street_3->Street_7
23031.3000 A1578 2000000 6 347.3000 Avenue_14 Street_4 294 N Avenue_14->Avenue_13->Avenue_12->Street_8->Street_1->Street_3->Street_4
23039.4000 A1602 2000000 1 7.4000 Street_8 Street_7 299 N Street_8->Street_7
23084.3000 A1583 2000000 1 332.3000 Street_9 Street_3 294 N Street_9->Street_3
23116.7000 A1588 2000000 1 294.7000 Street_2 Street_9 295 N Street_2->Street_9
23214.8000 A1603 2000000 2 163.8000 Avenue_12 Street_8 297 N Avenue_12->Street_6->Street_8
23229.3000 A1545 2000000 2 1013.3000 Avenue_11 Avenue_13 283 N Avenue_11->Avenue_15->Avenue_13
23241.3000 A1617 2000000 1 2.3000 Avenue_15 Avenue_13 299 N Avenue_15->Avenue_13
23250.9000 A1571 2000000 1 672.9000 Avenue_20 Avenue_12 288 N Avenue_20->Avenue_12
23263.6000 A1576 2000000 3 609.6000 Street_8 Avenue_13 289 N Street_8->Street_1->Avenue_11->Avenue_13
23265.1000 A1586 2000000 2 468.1000 Avenue_15 Avenue_11 292 N Avenue_15->Avenue_13->Avenue_11
23284.4000 A1611 2000000 1 124.4000 Avenue_19 Avenue_15 297 N Avenue_19->Avenue_15
23293.8000 A1569 2000000 2 751.8000 Avenue_20 Avenue_13 287 N Avenue_20->Avenue_18->Avenue_13
23297.9000 A1540 2000000 1 1157.9000 Avenue_19 Avenue_16 280 N Avenue_19->Avenue_16
23299.7000 A1621 2000000 1 1.7000 Street_1 Street_4 299 N Street_1->Street_4
23305.4000 A1558 2000000 2 904.4000 Street_8 Avenue_19 284 N Street_8->Avenue_11->Avenue_19
23387.9000 A1549 2000000 8 1104.9000 Avenue_13 Station1_0 281 N Avenue_13->Avenue_12->Avenue_13->Avenue_12->Street_10->Avenue_13->Avenue_12->Street_6->Station1_0
23389.4000 A1505 2000000 9 1745.4000 Avenue_20 Station1_0 270 N Avenue_20->Avenue_16->Avenue_15->Avenue_13->Avenue_12->Street_10->Avenue_13->Avenue_12->Street_6->Station1_0
23390.9000 A1607 2000000 1 289.9000 Street_6 Station1_0 295 N Street_6->Station1_0
23399.9000 A1618 2000000 1 141.9000 Street_8 Avenue_20 297 N Street_8->Avenue_20
23410.4000 A1627 2000000 1 30.4000 Street_5 Street_7 299 N Street_5->Street_7
23453.1000 A1605 2000000 1 379.1000 Street_3 Avenue_20 293 N Street_3->Avenue_20
23480.4000 A1626 2000000 1 114.4000 Avenue_20 Street_10 298 N Avenue_20->Street_10
23497.1000 A1553 2000000 5 1159.1000 Avenue_20 Station1_0 280 N Avenue_20->Avenue_17->Avenue_11->Street_5->Street_7->Station1_0
23498.6000 A1443 2000000 11 2803.6000 Street_5 Station1_0 253 N Street_5->Street_8->Street_10->Street_1->Street_8->Street_1->Street_6->Street_8->Street_10->Street_5->Street_7->Station1_0
23509.6000 A1628 2000000 2 115.6000 Street_3 Street_4 298 N Street_3->Avenue_20->Street_4
23567.5000 A1634 2000000 1 87.5000 Avenue_13 Street_4 298 N Avenue_13->Street_4
23581.9000 A1577 2000000 4 911.9000 Street_6 Avenue_18 284 N Street_6->Street_4->Street_5->Street_8->Avenue_18
23593.1000 A1612 2000000 2 418.1000 Street_10 Avenue_13 293 N Street_10->Street_8->Avenue_13
23603.2000 A1582 2000000 3 861.2000 Street_3 Avenue_16 285 N Street_3->Street_8->Street_7->Avenue_16
23603.8000 A1610 2000000 3 456.8000 Street_2 Street_6 292 N Street_2->Street_4->Street_9->Street_6
23616.2000 A1632 2000000 1 163.2000 Avenue_13 Avenue_18 297 N Avenue_13->Avenue_18
23619.0000 A1564 2000000 5 1138.0000 Avenue_11 Street_6 281 N Avenue_11->Avenue_15->Avenue_13->Avenue_11->Avenue_16->Street_6
23669.9000 A1563 2000000 4 1200.9000 Street_9 Avenue_19 279 N Street_9->Street_2->Street_8->Avenue_20->Avenue_19
23690.6000 A1629 2000000 1 280.6000 Avenue_15 Avenue_14 295 N Avenue_15->Avenue_14
23692.1000 A1638 2000000 1 148.1000 Avenue_15 Avenue_14 297 N Avenue_15->Avenue_14
23745.0000 A1570 2000000 4 1184.0000 Street_9 Avenue_12 280 N Street_9->Street_8->Avenue_20->Avenue_19->Avenue_12
23773.8000 A1645 2000000 1 139.8000 Street_8 Street_9 297 N Street_8->Street_9
23864.0000 A1614 2000000 2 660.0000 Avenue_12 Avenue_18 289 N Avenue_12->Avenue_17->Avenue_18
23865.1000 A1658 2000000 1 33.1000 Street_5 Street_9 299 N Street_5->Street_9
23878.7000 A1647 2000000 2 213.7000 Street_7 Street_1 296 N Street_7->Street_6->Street_1
23889.5000 A1649 2000000 1 196.5000 Street_10 Street_7 296 N Street_10->Street_7
23975.6000 A1604 2000000 4 914.6000 Avenue_11 Avenue_17 284 N Avenue_11->Avenue_16->Avenue_18->Avenue_16->Avenue_17
23993.6000 A1620 2000000 4 706.6000 Street_8 Avenue_19 288 N Street_8->Avenue_18->Street_1->Avenue_16->Avenue_19
24037.3000 A1671 2000000 1 21.3000 Street_6 Street_3 299 N Street_6->Street_3
24068.1000 A1669 2000000 2 87.1000 Street_1 Street_5 298 N Street_1->Street_7->Street_5
24076.2000 A1659 2000000 1 228.2000 Street_1 Street_8 296 N Street_1->Street_8
24092.1000 A1654 2000000 2 321.1000 Street_1 Station1_0 294 N Street_1->Street_2->Station1_0
24108.3000 A1664 2000000 1 186.3000 Avenue_11 Street_3 296 N Avenue_11->Street_3
24109.8000 A1609 2000000 9 977.8000 Street_8 Avenue_11 283 N Street_8->Street_3->Avenue_13->Avenue_18->Street_1->Avenue_16->Street_8->Street_10->Street_3->Avenue_11
24111.3000 A1662 2000000 1 217.3000 Street_3 Avenue_11 296 N Street_3->Avenue_11
24120.1000 A1640 2000000 1 552.1000 Avenue_12 Avenue_18 290 N Avenue_12->Avenue_18
24128.7000 A1636 2000000 1 613.7000 Avenue_15 Avenue_11 289 N Avenue_15->Avenue_11
24133.1000 A1646 2000000 2 485.1000 Street_4 Street_8 291 N Street_4->Street_10->Street_8
24222.1000 A1650 2000000 3 510.1000 Avenue_16 Street_3 291 N Avenue_16->Street_4->Street_10->Street_3
24231.9000 A1668 2000000 2 263.9000 Avenue_20 Avenue_15 295 N Avenue_20->Avenue_14->Avenue_15
24233.4000 A1683 2000000 1 46.4000 Avenue_14 Avenue_15 299 N Avenue_14->Avenue_15
24237.7000 A1684 2000000 1 37.7000 Street_3 Street_5 299 N Street_3->Street_5
24266.7000 A1689 2000000 1 2.7000 Street_5 Street_8 299 N Street_5->Street_8
24410.5000 A1672 2000000 1 381.5000 Street_7 Avenue_13 293 N Street_7->Avenue_13
24413.2000 A1698 2000000 1 7.2000 Street_3 Street_2 299 N Street_3->Street_2
24444.5000 A1682 2000000 2 272.5000 Avenue_20 Street_6 295 N Avenue_20->Avenue_19->Street_6
24446.0000 A1651 2000000 2 720.0000 Street_5 Avenue_19 288 N Street_5->Street_6->Avenue_19
24490.5000 A1655 2000000 3 707.5000 Avenue_18 Street_9 288 N Avenue_18->Avenue_13->Avenue_18->Street_9
24525.3000 A1693 2000000 1 196.3000 Street_6 Street_2 296 N Street_6->Street_2
24541.9000 A1702 2000000 1 81.9000 Avenue_14 Avenue_17 298 N Avenue_14->Avenue_17
24603.3000 A1681 2000000 2 447.3000 Avenue_11 Avenue_16 292 N Avenue_11->Street_6->Avenue_16
24627.3000 A1633 2000000 5 1157.3000 Avenue_19 Street_2 280 N Avenue_19->Avenue_20->Avenue_19->Avenue_14->Avenue_17->Street_2
24628.8000 A1694 2000000 2 280.8000 Street_3 Avenue_17 295 N Street_3->Street_2->Avenue_17
24657.8000 A1679 2000000 3 524.8000 Avenue_13 Station1_0 291 N Avenue_13->Avenue_16->Street_8->Station1_0
24659.3000 A1691 2000000 1 368.3000 Station1_0 Street_8 293 N Station1_0->Street_8
24671.2000 A1710 2000000 1 95.2000 Street_6 Street_1 298 N Street_6->Street_1
24684.4000 A1717 2000000 1 2.4000 Street_5 Street_7 299 N Street_5->Street_7
24696.7000 A1696 2000000 2 316.7000 Avenue_17 Street_8 294 N Avenue_17->Street_5->Street_8
24698.9000 A1716 2000000 1 33.9000 Street_5 Street_3 299 N Street_5->Street_3
24702.9000 A1692 2000000 2 392.9000 Street_6 Street_4 293 N Street_6->Street_3->Street_4
24723.3000 A1720 2000000 1 2.3000 Street_3 Street_1 299 N Street_3->Street_1
24781.1000 A1713 2000000 2 161.1000 Street_9 Avenue_20 297 N Street_9->Street_7->Avenue_20
24794.1000 A1722 2000000 1 45.1000 Street_1 Street_3 299 N Street_1->Street_3
24795.6000 A1723 2000000 1 30.6000 Street_3 Street_1 299 N Street_3->Street_1
24823.6000 A1690 2000000 3 545.6000 Avenue_18 Avenue_14 290 N Avenue_18->Avenue_11->Avenue_15->Avenue_14
24865.5000 A1725 2000000 1 66.5000 Street_4 Street_8 298 N Street_4->Street_8
24900.3000 A1648 2000000 3 1217.3000 Station1_0 Street_10 279 N Station1_0->Street_8->Street_2->Street_10
24903.6000 A1678 2000000 6 789.6000 Avenue_13 Avenue_19 286 N Avenue_13->Avenue_18->Avenue_11->Avenue_15->Avenue_17->Avenue_11->Avenue_19
24904.4000 A1721 2000000 1 169.4000 Street_7 Street_9 297 N Street_7->Street_9
24927.0000 A1697 2000000 2 531.0000 Avenue_13 Avenue_11 291 N Avenue_13->Avenue_16->Avenue_11
24945.7000 A1661 2000000 3 1065.7000 Street_7 Avenue_15 282 N Street_7->Avenue_13->Avenue_16->Avenue_15
24956.2000 A1704 2000000 2 469.2000 Street_6 Avenue_13 292 N Street_6->Avenue_16->Avenue_13
25034.7000 A1715 2000000 2 384.7000 Avenue_15 Avenue_20 293 N Avenue_15->Avenue_14->Avenue_20
25092.9000 A1745 2000000 1 23.9000 Street_10 Street_5 299 N Street_10->Street_5
25147.9000 A1727 2000000 2 324.9000 Street_4 Street_7 294 N Street_4->Street_10->Street_7
25162.4000 A1724 2000000 2 381.4000 Street_7 Street_1 293 N Street_7->Street_2->Street_1
25175.0000 A1752 2000000 1 3.0000 Street_8 Street_1 299 N Street_8->Street_1
25176.5000 A1733 2000000 1 274.5000 Street_8 Street_1 295 N Street_8->Street_1
25193.9000 A1748 2000000 1 83.9000 Street_2 Street_10 298 N Street_2->Street_10
25275.8000 A1749 2000000 1 151.8000 Street_9 Street_4 297 N Street_9->Street_4
25310.6000 A1711 2000000 2 721.6000 Avenue_11 Street_2 287 N Avenue_11->Avenue_12->Street_2
25316.6000 A1685 2000000 2 1101.6000 Station1_0 Street_5 281 N Station1_0->Street_3->Street_5
25346.0000 A1747 2000000 1 248.0000 Street_2 Avenue_16 295 N Street_2->Avenue_16
25363.5000 A1751 2000000 1 205.5000 Street_1 Street_7 296 N Street_1->Street_7
25366.0000 A1613 2000000 10 2172.0000 Avenue_19 Street_8 263 N Avenue_19->Avenue_15->Avenue_17->Avenue_12->Avenue_18->Avenue_11->Avenue_15->Avenue_14->Avenue_12->Street_7->Street_8
25395.3000 A1738 2000000 2 419.3000 Avenue_15 Avenue_20 293 N Avenue_15->Avenue_17->Avenue_20
25415.1000 A1718 2000000 3 719.1000 Avenue_11 Street_6 288 N Avenue_11->Avenue_12->Street_2->Street_6
25445.2000 A1644 2000000 4 1821.2000 Avenue_20 Street_8 269 N Avenue_20->Avenue_12->Avenue_11->Avenue_12->Street_8
25473.6000 A1742 2000000 4 450.6000 Street_5 Avenue_16 292 N Street_5->Street_2->Street_1->Street_8->Avenue_16
25473.7000 A1764 2000000 1 130.7000 Street_7 Street_6 297 N Street_7->Street_6
25473.8000 A1705 2000000 3 971.8000 Street_10 Station1_0 283 N Street_10->Street_6->Street_1->Station1_0
25475.9000 A1757 2000000 2 230.9000 Street_10 Street_2 296 N Street_10->Street_5->Street_2
25477.4000 A1772 2000000 1 11.4000 Street_5 Street_2 299 N Street_5->Street_2
25483.5000 A1719 2000000 3 777.5000 Street_6 Street_5 287 N Street_6->Street_1->Street_9->Street_5
25485.0000 A1758 2000000 1 222.0000 Street_5 Street_9 296 N Street_5->Street_9
25512.0000 A1765 2000000 1 151.0000 Street_10 Street_3 297 N Street_10->Street_3
25513.5000 A1652 2000000 2 1768.5000 Station1_0 Street_10 270 N Station1_0->Street_3->Street_10
25535.2000 A1774 2000000 1 35.2000 Street_4 Street_9 299 N Street_4->Street_9
25546.5000 A1775 2000000 1 30.5000 Street_1 Street_3 299 N Street_1->Street_3
25600.2000 A1755 2000000 3 386.2000 Street_5 Street_8 293 N Street_5->Street_6->Street_9->Street_8
25622.3000 A1712 2000000 4 1020.3000 Street_6 Avenue_19 282 N Street_6->Street_1->Street_8->Avenue_20->Avenue_19
25646.7000 A1766 2000000 2 271.7000 Avenue_20 Street_3 295 N Avenue_20->Street_7->Street_3
25649.3000 A1768 2000000 1 246.3000 Avenue_13 Avenue_20 295 N Avenue_13->Avenue_20
25658.5000 A1777 2000000 1 112.5000 Street_5 Street_9 298 N Street_5->Street_9
25660.0000 A1637 2000000 9 2128.0000 Avenue_12 Street_10 264 N Avenue_12->Avenue_18->Avenue_11->Avenue_15->Avenue_14->Avenue_20->Avenue_16->Avenue_17->Avenue_19->Street_10
25666.5000 A1665 2000000 3 1732.5000 Station1_0 Avenue_16 271 N Station1_0->Street_3->Street_10->Avenue_16
25719.9000 A1789 2000000 1 8.9000 Street_5 Street_9 299 N Street_5->Street_9
25778.6000 A1762 2000000 2 459.6000 Street_7 Avenue_13 292 N Street_7->Street_8->Avenue_13
25798.0000 A1781 2000000 3 198.0000 Street_7 Street_6 296 N Street_7->Street_3->Street_9->Street_6
25800.8000 A1793 2000000 1 28.8000 Street_2 Street_10 299 N Street_2->Street_10
25802.3000 A1778 2000000 1 246.3000 Street_2 Street_10 295 N Street_2->Street_10
25831.5000 A1796 2000000 1 19.5000 Street_5 Street_4 299 N Street_5->Street_4
25833.3000 A1784 2000000 1 187.3000 Street_10 Street_6 296 N Street_10->Street_6
25839.0000 A1743 2000000 6 797.0000 Avenue_20 Street_4 286 N Avenue_20->Avenue_16->Avenue_17->Avenue_19->Street_10->Avenue_13->Street_4
25840.5000 A1785 2000000 3 184.5000 Street_2 Avenue_13 296 N Street_2->Street_6->Street_4->Avenue_13
25874.9000 A1798 2000000 1 30.9000 Avenue_13 Street_5 299 N Avenue_13->Street_5
25930.1000 A1767 2000000 2 543.1000 Avenue_16 Street_9 290 N Avenue_16->Street_8->Street_9
25935.1000 A1779 2000000 2 364.1000 Street_10 Street_9 293 N Street_10->Street_1->Street_9
25941.7000 A1754 2000000 4 738.7000 Street_8 Avenue_17 287 N Street_8->Street_1->Street_8->Avenue_16->Avenue_17
26003.8000 A1770 2000000 1 569.8000 Avenue_14 Street_8 290 N Avenue_14->Street_8
26006.0000 A1799 2000000 2 149.0000 Avenue_18 Avenue_15 297 N Avenue_18->Avenue_16->Avenue_15
26037.9000 A1790 2000000 1 311.9000 Street_8 Street_9 294 N Street_8->Street_9
26127.4000 A1726 2000000 6 1317.4000 Street_4 Avenue_15 278 N Street_4->Street_2->Avenue_20->Avenue_19->Avenue_20->Avenue_17->Avenue_15
26180.5000 A1795 2000000 2 384.5000 Street_4 Avenue_14 293 N Street_4->Street_6->Avenue_14
26200.8000 A1813 2000000 1 142.8000 Street_3 Street_9 297 N Street_3->Street_9
26228.2000 A1807 2000000 1 259.2000 Street_4 Street_7 295 N Street_4->Street_7
26264.0000 A1791 2000000 2 525.0000 Avenue_13 Avenue_11 291 N Avenue_13->Avenue_12->Avenue_11
26264.9000 A1786 2000000 3 598.9000 Avenue_14 Street_4 290 N Avenue_14->Street_8->Street_9->Street_4
26277.8000 A1811 2000000 2 247.8000 Street_9 Street_4 295 N Street_9->Street_8->Street_4
26295.7000 A1787 2000000 2 612.7000 Street_10 Avenue_19 289 N Street_10->Street_7->Avenue_19
26297.2000 A1776 2000000 3 769.2000 Avenue_15 Street_7 287 N Avenue_15->Avenue_14->Avenue_19->Street_7
26338.3000 A1771 2000000 6 885.3000 Street_6 Avenue_17 285 N Street_6->Street_4->Avenue_13->Street_5->Street_9->Street_6->Avenue_17
26373.5000 A1828 2000000 2 106.5000 Avenue_19 Street_10 298 N Avenue_19->Street_6->Street_10
26377.4000 A1831 2000000 1 64.4000 Avenue_19 Avenue_20 298 N Avenue_19->Avenue_20
26404.3000 A1703 2000000 7 1932.3000 Avenue_17 Street_3 267 N Avenue_17->Avenue_19->Avenue_15->Avenue_20->Avenue_15->Avenue_14->Avenue_19->Street_3
26425.3000 A1818 2000000 1 288.3000 Street_10 Avenue_11 295 N Street_10->Avenue_11
26442.2000 A1829 2000000 1 162.2000 Street_6 Street_9 297 N Street_6->Street_9
26470.9000 A1830 2000000 1 171.9000 Street_7 Avenue_20 297 N Street_7->Avenue_20
26483.3000 A1804 2000000 3 559.3000 Avenue_18 Street_7 290 N Avenue_18->Avenue_16->Avenue_15->Street_7
26486.8000 A1817 2000000 2 366.8000 Street_6 Avenue_18 293 N Street_6->Avenue_19->Avenue_18
26524.9000 A1810 2000000 1 509.9000 Avenue_12 Avenue_17 291 N Avenue_12->Avenue_17
26553.4000 A1838 2000000 1 129.4000 Street_3 Street_1 297 N Street_3->Street_1
26558.9000 A1835 2000000 1 174.9000 Street_8 Street_10 297 N Street_8->Street_10
26560.1000 A1805 2000000 2 620.1000 Avenue_12 Avenue_14 289 N Avenue_12->Avenue_16->Avenue_14
26560.4000 A1847 2000000 1 24.4000 Street_8 Street_10 299 N Street_8->Street_10
26561.6000 A1836 2000000 2 167.6000 Street_10 Avenue_14 297 N Street_10->Avenue_16->Avenue_14
26587.7000 A1822 2000000 2 397.7000 Avenue_13 Avenue_18 293 N Avenue_13->Avenue_12->Avenue_18
26604.1000 A1843 2000000 1 114.1000 Avenue_20 Street_1 298 N Avenue_20->Street_1
26614.7000 A1832 2000000 1 282.7000 Avenue_13 Avenue_17 295 N Avenue_13->Avenue_17
26623.5000 A1851 2000000 1 27.5000 Street_9 Street_5 299 N Street_9->Street_5
26628.4000 A1823 2000000 2 427.4000 Street_3 Avenue_18 292 N Street_3->Street_1->Avenue_18
26630.6000 A1842 2000000 2 158.6000 Street_8 Street_6 297 N Street_8->Street_10->Street_6
26669.0000 A1845 2000000 1 156.0000 Street_6 Avenue_12 297 N Street_6->Avenue_12
26686.4000 A1852 2000000 2 77.4000 Avenue_13 Avenue_11 298 N Avenue_13->Avenue_17->Avenue_11
26687.9000 A1827 2000000 2 432.9000 Avenue_13 Avenue_11 292 N Avenue_13->Avenue_17->Avenue_11
26721.0000 A1855 2000000 1 62.0000 Street_10 Street_3 298 N Street_10->Street_3
26754.1000 A1858 2000000 1 49.1000 Avenue_18 Avenue_13 299 N Avenue_18->Avenue_13
26785.9000 A1814 2000000 6 710.9000 Street_3 Avenue_13 288 N Street_3->Street_5->Avenue_11->Street_10->Avenue_18->Avenue_15->Avenue_13
26800.5000 A1863 2000000 1 29.5000 Avenue_18 Avenue_11 299 N Avenue_18->Avenue_11
26820.3000 A1819 2000000 3 669.3000 Station1_0 Street_7 288 N Station1_0->Street_2->Street_8->Street_7
26830.3000 A1859 2000000 2 112.3000 Avenue_12 Street_9 298 N Avenue_12->Street_1->Street_9
26833.7000 A1849 2000000 3 273.7000 Street_1 Avenue_17 295 N Street_1->Street_8->Avenue_12->Avenue_17
26836.3000 A1862 2000000 1 81.3000 Street_7 Street_6 298 N Street_7->Street_6
26871.7000 A1848 2000000 2 322.7000 Avenue_13 Street_4 294 N Avenue_13->Avenue_17->Street_4
26944.8000 A1869 2000000 2 83.8000 Street_6 Street_2 298 N Street_6->Street_1->Street_2
26949.2000 A1816 2000000 4 844.2000 Street_5 Avenue_17 285 N Street_5->Street_1->Avenue_18->Avenue_13->Avenue_17
26955.1000 A1853 2000000 2 331.1000 Avenue_12 Street_7 294 N Avenue_12->Street_8->Street_7
26962.0000 A1865 2000000 1 159.0000 Avenue_16 Avenue_18 297 N Avenue_16->Avenue_18
27007.3000 A1870 2000000 2 133.3000 Street_8 Street_2 297 N Street_8->Street_7->Street_2
