# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
43831.1000 A2977 2000000 2 856.1000 Station1_0 Avenue_17 285 N Station1_0->Street_9->Avenue_17
43893.9000 A2999 2000000 1 577.9000 Avenue_17 Avenue_12 290 N Avenue_17->Avenue_12
43909.6000 A3037 2000000 1 28.6000 Street_6 Street_3 299 N Street_6->Street_3
43918.6000 A3017 2000000 3 334.6000 Avenue_17 Street_3 294 N Avenue_17->Street_10->Avenue_18->Street_3
43960.0000 A3019 2000000 2 341.0000 Avenue_16 Avenue_15 294 N Avenue_16->Avenue_14->Avenue_15
44012.4000 A3044 2000000 1 26.4000 Avenue_12 Street_1 299 N Avenue_12->Street_1
44014.5000 A3045 2000000 1 12.5000 Street_5 Street_6 299 N Street_5->Street_6
44036.2000 A3043 2000000 1 64.2000 Street_2 Street_10 298 N Street_2->Street_10
44052.1000 A3021 2000000 3 405.1000 Street_8 Avenue_12 293 N Street_8->Street_6->Street_5->Avenue_12
44130.5000 A3036 2000000 3 263.5000 Avenue_19 Street_1 295 N Avenue_19->Avenue_14->Avenue_15->Street_1
44132.0000 A3041 2000000 1 191.0000 Street_1 Avenue_15 296 N Street_1->Avenue_15
44165.6000 A3051 2000000 1 64.6000 Avenue_19 Street_1 298 N Avenue_19->Street_1
44218.6000 A3050 2000000 1 132.6000 Avenue_11 Avenue_17 297 N Avenue_11->Avenue_17
44296.0000 A3060 2000000 1 61.0000 Avenue_18 Avenue_16 298 N Avenue_18->Avenue_16
44353.1000 A3056 2000000 3 180.1000 Street_10 Avenue_15 296 N Street_10->Street_2->Street_6->Avenue_15
44382.6000 A3035 2000000 3 528.6000 Street_6 Street_1 291 N Street_6->Street_5->Street_3->Street_1
44389.0000 A3066 2000000 1 68.0000 Street_3 Street_9 298 N Street_3->Street_9
44401.9000 A3071 2000000 1 1.9000 Street_10 Street_7 299 N Street_10->Street_7
44462.2000 A3025 2000000 3 757.2000 Avenue_11 Avenue_15 287 N Avenue_11->Avenue_17->Avenue_16->Avenue_15
44498.4000 A3033 2000000 2 670.4000 Street_3 Avenue_13 288 N Street_3->Avenue_18->Avenue_13
44499.9000 A3009 2000000 4 1032.9000 Street_6 Avenue_13 282 N Street_6->Street_1->Street_3->Avenue_18->Avenue_13
44762.6000 A3090 2000000 1 90.6000 Avenue_14 Avenue_20 298 N Avenue_14->Avenue_20
44806.1000 A3098 2000000 1 14.1000 Avenue_20 Avenue_13 299 N Avenue_20->Avenue_13
44810.6000 A3072 2000000 2 394.6000 Avenue_17 Street_8 293 N Avenue_17->Avenue_16->Street_8
44835.7000 A3084 2000000 2 244.7000 Avenue_13 Avenue_11 295 N Avenue_13->Avenue_17->Avenue_11
44837.2000 A3080 2000000 2 304.2000 Avenue_18 Avenue_11 294 N Avenue_18->Avenue_17->Avenue_11
44938.5000 A3091 2000000 1 249.5000 Street_3 Street_2 295 N Street_3->Street_2
44967.0000 A3093 2000000 1 248.0000 Street_7 Street_8 295 N Street_7->Street_8
44967.7000 A3087 2000000 1 340.7000 Street_3 Street_10 294 N Street_3->Street_10
44981.5000 A3089 2000000 2 325.5000 Street_3 Street_4 294 N Street_3->Street_7->Street_4
44996.1000 A3104 2000000 1 126.1000 Street_6 Street_3 297 N Street_6->Street_3
45042.6000 A3092 2000000 4 342.6000 Avenue_12 Avenue_16 294 N Avenue_12->Avenue_15->Avenue_12->Avenue_18->Avenue_16
45075.5000 A3106 2000000 1 175.5000 Street_9 Street_5 297 N Street_9->Street_5
45112.6000 A3114 2000000 1 102.6000 Street_9 Street_2 298 N Street_9->Street_2
45120.0000 A3113 2000000 2 126.0000 Street_7 Street_9 297 N Street_7->Street_1->Street_9
45136.4000 A3105 2000000 2 251.4000 Street_7 Street_2 295 N Street_7->Street_1->Street_2
45137.9000 A3077 2000000 2 657.9000 Street_7 Street_1 289 N Street_7->Street_2->Street_1
45139.4000 A3117 2000000 1 85.4000 Street_2 Street_1 298 N Street_2->Street_1
45140.9000 A3094 2000000 1 410.9000 Street_4 Street_2 293 N Street_4->Street_2
45142.4000 A3048 2000000 4 1089.4000 Avenue_17 Street_1 281 N Avenue_17->Avenue_16->Street_8->Street_4->Street_1
45199.9000 A3125 2000000 1 24.9000 Street_10 Street_8 299 N Street_10->Street_8
45269.1000 A3123 2000000 3 128.1000 Street_7 Avenue_11 297 N Street_7->Street_4->Street_9->Avenue_11
45299.7000 A3126 2000000 1 112.7000 Street_2 Street_7 298 N Street_2->Street_7
45314.3000 A3030 2000000 9 1531.3000 Avenue_17 Street_6 274 N Avenue_17->Avenue_13->Avenue_19->Avenue_13->Avenue_19->Avenue_14->Avenue_15->Avenue_12->Avenue_11->Street_6
45315.8000 A3078 2000000 5 819.8000 Avenue_15 Street_6 286 N Avenue_15->Avenue_16->Avenue_15->Avenue_12->Avenue_11->Street_6
45329.4000 A3063 2000000 6 1053.4000 Avenue_17 Street_10 282 N Avenue_17->Avenue_16->Avenue_15->Avenue_12->Avenue_11->Street_6->Street_10
45370.2000 A3109 2000000 2 424.2000 Street_9 Avenue_15 292 N Street_9->Avenue_11->Avenue_15
45371.7000 A3131 2000000 1 121.7000 Avenue_15 Avenue_11 297 N Avenue_15->Avenue_11
45384.2000 A3133 2000000 4 105.2000 Street_1 Street_3 298 N Street_1->Street_6->Street_10->Street_2->Street_3
45385.8000 A3135 2000000 1 76.8000 Avenue_20 Avenue_17 298 N Avenue_20->Avenue_17
45391.1000 A3101 2000000 3 555.1000 Street_6 Avenue_15 290 N Street_6->Street_7->Street_4->Avenue_15
45402.8000 A3134 2000000 1 106.8000 Street_5 Street_2 298 N Street_5->Street_2
45430.3000 A3108 2000000 4 502.3000 Avenue_11 Street_8 291 N Avenue_11->Avenue_20->Avenue_15->Avenue_11->Street_8
45449.9000 A3145 2000000 1 1.9000 Avenue_17 Avenue_14 299 N Avenue_17->Avenue_14
45456.7000 A3132 2000000 1 195.7000 Street_9 Street_5 296 N Street_9->Street_5
45489.9000 A3054 2000000 9 1350.9000 Avenue_11 Street_10 277 N Avenue_11->Avenue_17->Avenue_15->Avenue_20->Avenue_13->Avenue_11->Avenue_20->Avenue_15->Avenue_11->Street_10
45518.0000 A3120 2000000 1 414.0000 Avenue_15 Avenue_18 293 N Avenue_15->Avenue_18
45538.0000 A3124 2000000 3 382.0000 Avenue_15 Street_7 293 N Avenue_15->Avenue_11->Street_1->Street_7
45553.6000 A3152 2000000 1 2.6000 Avenue_20 Avenue_17 299 N Avenue_20->Avenue_17
45584.9000 A3068 2000000 5 1230.9000 Street_7 Station1_0 279 N Street_7->Street_6->Street_7->Street_1->Street_5->Station1_0
45620.3000 A3121 2000000 3 502.3000 Avenue_17 Street_2 291 N Avenue_17->Avenue_15->Avenue_18->Street_2
45621.4000 A3055 2000000 4 1466.4000 Street_3 Avenue_13 275 N Street_3->Street_8->Street_4->Avenue_11->Avenue_13
45624.2000 A3140 2000000 2 237.2000 Street_4 Street_10 296 N Street_4->Street_3->Street_10
45641.1000 A3129 2000000 4 420.1000 Street_1 Street_5 292 N Street_1->Street_6->Street_10->Street_6->Street_5
45642.6000 A3148 2000000 1 151.6000 Street_5 Street_6 297 N Street_5->Street_6
45648.1000 A3122 2000000 2 520.1000 Avenue_18 Street_5 291 N Avenue_18->Street_2->Street_5
45664.5000 A3157 2000000 1 31.5000 Avenue_14 Avenue_20 299 N Avenue_14->Avenue_20
45735.1000 A3142 2000000 1 324.1000 Street_5 Street_10 294 N Street_5->Street_10
45747.3000 A3149 2000000 2 240.3000 Street_3 Street_1 295 N Street_3->Street_10->Street_1
45772.9000 A3031 2000000 5 1972.9000 Avenue_20 Street_1 267 N Avenue_20->Avenue_12->Avenue_15->Avenue_12->Avenue_18->Street_1
45795.3000 A3167 2000000 1 27.3000 Street_8 Street_6 299 N Street_8->Street_6
45823.6000 A3144 2000000 2 389.6000 Street_6 Street_1 293 N Street_6->Street_9->Street_1
45854.3000 A3169 2000000 1 52.3000 Avenue_20 Avenue_13 299 N Avenue_20->Avenue_13
45857.2000 A3116 2000000 2 821.2000 Street_4 Avenue_16 286 N Street_4->Avenue_15->Avenue_16
45880.2000 A3164 2000000 2 157.2000 Street_8 Street_1 297 N Street_8->Street_5->Street_1
45946.9000 A3175 2000000 2 70.9000 Street_10 Street_8 298 N Street_10->Street_3->Street_8
45979.9000 A3156 2000000 3 363.9000 Street_3 Station1_0 293 N Street_3->Street_5->Street_6->Station1_0
45983.7000 A3153 2000000 2 414.7000 Street_1 Street_4 293 N Street_1->Street_2->Street_4
46003.5000 A3168 2000000 2 216.5000 Avenue_20 Avenue_12 296 N Avenue_20->Avenue_18->Avenue_12
46031.5000 A3173 2000000 1 179.5000 Street_9 Street_5 297 N Street_9->Street_5
46044.0000 A3180 2000000 2 94.0000 Avenue_19 Avenue_12 298 N Avenue_19->Avenue_15->Avenue_12
46070.1000 A3170 2000000 1 258.1000 Street_2 Street_9 295 N Street_2->Street_9
46107.2000 A3176 2000000 1 215.2000 Avenue_16 Avenue_20 296 N Avenue_16->Avenue_20
46109.1000 A3185 2000000 2 86.1000 Station1_0 Street_5 298 N Station1_0->Street_6->Street_5
46111.3000 A3155 2000000 3 510.3000 Street_4 Street_3 291 N Street_4->Street_7->Street_2->Street_3
46131.6000 A3184 2000000 1 122.6000 Avenue_16 Avenue_14 297 N Avenue_16->Avenue_14
46263.6000 A3187 2000000 1 215.6000 Street_9 Street_6 296 N Street_9->Street_6
46392.8000 A3177 2000000 2 482.8000 Street_9 Avenue_12 291 N Street_9->Avenue_20->Avenue_12
46400.3000 A3202 2000000 1 130.3000 Avenue_14 Avenue_16 297 N Avenue_14->Avenue_16
46402.1000 A3203 2000000 1 119.1000 Street_1 Avenue_17 298 N Street_1->Avenue_17
46403.6000 A3195 2000000 2 231.6000 Avenue_13 Street_1 296 N Avenue_13->Avenue_17->Street_1
46436.8000 A3201 2000000 2 177.8000 Avenue_12 Avenue_18 297 N Avenue_12->Avenue_11->Avenue_18
46458.8000 A3210 2000000 2 77.8000 Avenue_11 Street_9 298 N Avenue_11->Avenue_18->Street_9
46459.8000 A3213 2000000 1 44.8000 Street_7 Street_4 299 N Street_7->Street_4
46461.8000 A3181 2000000 2 499.8000 Street_5 Avenue_15 291 N Street_5->Street_1->Avenue_15
46483.0000 A3189 2000000 2 403.0000 Street_7 Street_10 293 N Street_7->Street_3->Street_10
46584.7000 A3194 2000000 3 425.7000 Avenue_14 Street_5 292 N Avenue_14->Avenue_18->Street_9->Street_5
46601.0000 A3198 2000000 4 384.0000 Avenue_12 Street_7 293 N Avenue_12->Avenue_11->Avenue_18->Street_9->Street_7
46603.4000 A3219 2000000 1 107.4000 Street_2 Street_9 298 N Street_2->Street_9
46604.9000 A3183 2000000 4 611.9000 Avenue_15 Street_7 289 N Avenue_15->Avenue_18->Street_9->Street_5->Street_7
46614.6000 A3209 2000000 2 249.6000 Avenue_18 Street_6 295 N Avenue_18->Street_9->Street_6
46619.0000 A3224 2000000 1 49.0000 Street_5 Street_2 299 N Street_5->Street_2
46647.7000 A3150 2000000 7 1121.7000 Street_3 Avenue_19 281 N Street_3->Street_2->Street_6->Street_9->Street_4->Street_9->Street_7->Avenue_19
46662.7000 A3211 2000000 1 270.7000 Street_7 Street_3 295 N Street_7->Street_3
46665.7000 A3159 2000000 1 1009.7000 Street_7 Avenue_13 283 N Street_7->Avenue_13
46680.0000 A3225 2000000 1 92.0000 Street_8 Avenue_19 298 N Street_8->Avenue_19
46703.4000 A3212 2000000 3 301.4000 Avenue_11 Street_1 294 N Avenue_11->Avenue_17->Street_3->Street_1
46704.9000 A3102 2000000 7 1856.9000 Avenue_14 Street_3 269 N Avenue_14->Avenue_19->Avenue_12->Avenue_18->Avenue_12->Avenue_20->Street_1->Street_3
46718.8000 A3227 2000000 1 105.8000 Avenue_15 Avenue_16 298 N Avenue_15->Avenue_16
46725.3000 A3086 2000000 5 2109.3000 Street_2 Avenue_20 264 N Street_2->Street_9->Street_4->Street_7->Street_1->Avenue_20
46776.3000 A3217 2000000 2 307.3000 Street_5 Avenue_13 294 N Street_5->Street_2->Avenue_13
46787.5000 A3204 2000000 1 492.5000 Street_10 Street_6 291 N Street_10->Street_6
46807.3000 A3231 2000000 2 138.3000 Street_3 Street_6 297 N Street_3->Street_5->Street_6
46817.9000 A3233 2000000 1 119.9000 Street_6 Street_3 298 N Street_6->Street_3
46837.2000 A3171 2000000 5 1008.2000 Street_8 Avenue_14 283 N Street_8->Avenue_11->Avenue_16->Avenue_18->Avenue_11->Avenue_14
46851.8000 A3085 2000000 4 2249.8000 Street_6 Avenue_12 262 N Street_6->Street_9->Street_7->Avenue_19->Avenue_12
46872.3000 A3238 2000000 1 95.3000 Station1_0 Street_7 298 N Station1_0->Street_7
46920.1000 A3240 2000000 1 118.1000 Avenue_20 Avenue_13 298 N Avenue_20->Avenue_13
46965.5000 A3251 2000000 1 2.5000 Street_10 Street_1 299 N Street_10->Street_1
46996.0000 A3218 2000000 2 512.0000 Avenue_19 Avenue_13 291 N Avenue_19->Avenue_12->Avenue_13
46997.0000 A3237 2000000 3 235.0000 Avenue_18 Avenue_17 296 N Avenue_18->Avenue_12->Avenue_18->Avenue_17
47026.2000 A3242 2000000 1 197.2000 Street_5 Station1_0 296 N Street_5->Station1_0
47033.6000 A3253 2000000 1 45.6000 Street_10 Street_9 299 N Street_10->Street_9
47060.1000 A3245 2000000 1 188.1000 Avenue_20 Street_1 296 N Avenue_20->Street_1
47076.6000 A3158 2000000 4 1431.6000 Street_8 Avenue_15 276 N Street_8->Street_7->Street_6->Street_1->Avenue_15
47115.8000 A3241 2000000 2 301.8000 Avenue_18 Street_9 294 N Avenue_18->Avenue_12->Street_9
47115.9000 A3162 2000000 5 1421.9000 Street_7 Avenue_15 276 N Street_7->Street_3->Street_8->Street_5->Street_6->Avenue_15
47134.7000 A3192 2000000 3 1004.7000 Station1_0 Street_9 283 N Station1_0->Street_7->Street_8->Street_9
47203.2000 A3239 2000000 3 414.2000 Street_10 Street_5 293 N Street_10->Street_4->Street_3->Street_5
47204.7000 A3246 2000000 1 314.7000 Street_5 Street_3 294 N Street_5->Street_3
47213.4000 A3247 2000000 4 309.4000 Avenue_20 Avenue_16 294 N Avenue_20->Avenue_13->Street_10->Avenue_12->Avenue_16
47242.0000 A3252 2000000 2 266.0000 Street_10 Street_6 295 N Street_10->Street_5->Street_6
47280.8000 A3268 2000000 1 54.8000 Street_2 Street_1 299 N Street_2->Street_1
47292.2000 A3174 2000000 5 1427.2000 Street_6 Street_1 276 N Street_6->Station1_0->Street_7->Street_8->Street_5->Street_1
47293.7000 A3262 2000000 3 167.7000 Avenue_20 Street_5 297 N Avenue_20->Avenue_12->Street_1->Street_5
47317.8000 A3244 2000000 3 455.8000 Avenue_17 Street_2 292 N Avenue_17->Avenue_19->Avenue_20->Street_2
47336.2000 A3193 2000000 4 1190.2000 Avenue_13 Street_4 280 N Avenue_13->Avenue_19->Avenue_12->Street_8->Street_4
47339.6000 A3147 2000000 9 1863.6000 Avenue_16 Street_5 268 N Avenue_16->Avenue_20->Avenue_18->Avenue_12->Avenue_14->Avenue_16->Avenue_18->Avenue_12->Avenue_18->Street_5
47341.1000 A3099 2000000 14 2536.1000 Avenue_20 Street_5 257 N Avenue_20->Avenue_13->Avenue_17->Avenue_14->Avenue_17->Avenue_11->Avenue_17->Avenue_18->Avenue_12->Avenue_20->Street_1->Avenue_19->Avenue_12->Avenue_18->Street_5
47350.5000 A3226 2000000 4 747.5000 Avenue_13 Station1_0 287 N Avenue_13->Avenue_17->Avenue_11->Street_9->Station1_0
47351.7000 A3254 2000000 2 344.7000 Avenue_20 Street_4 294 N Avenue_20->Street_1->Street_4
47352.0000 A3272 2000000 1 78.0000 Street_9 Station1_0 298 N Street_9->Station1_0
47355.3000 A3248 2000000 4 432.3000 Avenue_17 Street_6 292 N Avenue_17->Avenue_19->Avenue_20->Street_2->Street_6
47394.7000 A3269 2000000 1 155.7000 Avenue_18 Street_6 297 N Avenue_18->Street_6
47395.1000 A3221 2000000 2 874.1000 Avenue_15 Avenue_17 285 N Avenue_15->Avenue_16->Avenue_17
47419.8000 A3274 2000000 2 121.8000 Street_5 Street_6 297 N Street_5->Avenue_19->Street_6
47421.3000 A3260 2000000 1 328.3000 Street_6 Avenue_19 294 N Street_6->Avenue_19
47421.5000 A3058 2000000 10 3220.5000 Street_7 Avenue_14 246 N Street_7->Street_1->Street_8->Street_3->Street_9->Street_2->Street_6->Station1_0->Street_7->Avenue_11->Avenue_14
47498.0000 A3275 2000000 2 182.0000 Avenue_18 Street_2 296 N Avenue_18->Street_6->Street_2
47518.8000 A3259 2000000 1 443.8000 Street_8 Street_6 292 N Street_8->Street_6
47520.3000 A3261 2000000 1 413.3000 Street_6 Street_8 293 N Street_6->Street_8
47549.8000 A3290 2000000 1 4.8000 Street_7 Street_9 299 N Street_7->Street_9
47575.1000 A3265 2000000 2 398.1000 Avenue_17 Avenue_11 293 N Avenue_17->Avenue_19->Avenue_11
47576.7000 A3267 2000000 2 369.7000 Street_2 Avenue_17 293 N Street_2->Street_1->Avenue_17
47598.9000 A3197 2000000 4 1398.9000 Station1_0 Avenue_13 276 N Station1_0->Street_10->Street_5->Avenue_19->Avenue_13
47658.6000 A3273 2000000 3 371.6000 Avenue_11 Street_10 293 N Avenue_11->Avenue_19->Street_5->Street_10
47734.1000 A3284 2000000 1 282.1000 Street_3 Street_7 295 N Street_3->Street_7
47738.0000 A3281 2000000 2 331.0000 Avenue_18 Street_4 294 N Avenue_18->Avenue_17->Street_4
47746.8000 A3293 2000000 2 160.8000 Avenue_16 Avenue_15 297 N Avenue_16->Avenue_11->Avenue_15
47849.2000 A3243 2000000 6 1006.2000 Street_8 Avenue_16 283 N Street_8->Street_3->Street_10->Street_5->Avenue_19->Avenue_13->Avenue_16
47860.2000 A3264 2000000 1 700.2000 Avenue_14 Avenue_20 288 N Avenue_14->Avenue_20
47919.6000 A3292 2000000 3 347.6000 Street_10 Avenue_13 294 N Street_10->Street_3->Avenue_17->Avenue_13
47964.5000 A3302 2000000 1 249.5000 Street_6 Street_8 295 N Street_6->Street_8
48006.4000 A3295 2000000 2 388.4000 Street_7 Street_1 293 N Street_7->Street_8->Street_1
48012.1000 A3309 2000000 1 202.1000 Street_5 Avenue_12 296 N Street_5->Avenue_12
48023.3000 A3318 2000000 1 88.3000 Street_3 Avenue_13 298 N Street_3->Avenue_13
48064.3000 A3301 2000000 4 365.3000 Street_3 Avenue_11 293 N Street_3->Avenue_17->Avenue_13->Avenue_17->Avenue_11
48083.4000 A3298 2000000 1 430.4000 Street_4 Street_10 292 N Street_4->Street_10
48091.9000 A3313 2000000 3 227.9000 Avenue_19 Street_8 296 N Avenue_19->Avenue_18->Street_3->Street_8
48104.6000 A3294 2000000 3 505.6000 Street_2 Avenue_11 291 N Street_2->Street_4->Street_8->Avenue_11
48106.1000 A3258 2000000 7 1042.1000 Avenue_20 Avenue_11 282 N Avenue_20->Avenue_12->Street_6->Avenue_18->Avenue_17->Street_7->Street_8->Avenue_11
48113.0000 A3291 2000000 3 555.0000 Station1_0 Street_4 290 N Station1_0->Street_2->Street_9->Street_4
48122.4000 A3328 2000000 1 35.4000 Street_7 Avenue_13 299 N Street_7->Avenue_13
48129.5000 A3107 2000000 13 3211.5000 Street_6 Avenue_19 246 N Street_6->Street_10->Street_6->Street_1->Street_6->Street_9->Street_4->Street_10->Street_4->Street_3->Avenue_17->Avenue_13->Avenue_17->Avenue_19
48170.7000 A3320 2000000 1 200.7000 Avenue_11 Street_2 296 N Avenue_11->Street_2
48194.6000 A3332 2000000 1 44.6000 Avenue_13 Street_2 299 N Avenue_13->Street_2
48225.9000 A3304 2000000 2 477.9000 Avenue_14 Street_3 292 N Avenue_14->Avenue_20->Street_3
48236.5000 A3314 2000000 4 356.5000 Avenue_17 Avenue_20 294 N Avenue_17->Avenue_13->Avenue_18->Avenue_13->Avenue_20
48282.6000 A3325 2000000 2 234.6000 Street_5 Street_3 296 N Street_5->Street_4->Street_3
48302.0000 A3331 2000000 1 171.0000 Street_7 Street_3 297 N Street_7->Street_3
48386.9000 A3344 2000000 2 54.9000 Street_9 Street_5 299 N Street_9->Street_4->Street_5
48416.6000 A3214 2000000 8 1988.6000 Avenue_19 Station1_0 266 N Avenue_19->Avenue_12->Avenue_18->Avenue_20->Avenue_18->Avenue_11->Avenue_18->Street_3->Station1_0
48437.0000 A3330 2000000 1 318.0000 Street_2 Street_9 294 N Street_2->Street_9
48464.2000 A3326 2000000 3 406.2000 Avenue_17 Street_5 293 N Avenue_17->Avenue_11->Street_2->Street_5
48506.5000 A3303 2000000 2 772.5000 Avenue_14 Avenue_15 287 N Avenue_14->Avenue_12->Avenue_15
48508.0000 A3322 2000000 2 507.0000 Avenue_16 Avenue_12 291 N Avenue_16->Avenue_15->Avenue_12
48537.8000 A3343 2000000 1 222.8000 Street_9 Station1_0 296 N Street_9->Station1_0
48553.5000 A3276 2000000 9 1222.5000 Street_8 Avenue_14 279 N Street_8->Street_9->Street_7->Street_3->Avenue_17->Avenue_13->Avenue_18->Street_2->Street_10->Avenue_14
48555.8000 A3350 2000000 1 150.8000 Street_6 Street_7 297 N Street_6->Street_7
48593.7000 A3283 2000000 7 1156.7000 Street_3 Avenue_16 280 N Street_3->Avenue_17->Street_3->Avenue_13->Avenue_11->Avenue_18->Avenue_20->Avenue_16
48615.3000 A3353 2000000 1 156.3000 Street_2 Street_8 297 N Street_2->Street_8
48623.8000 A3286 2000000 7 1138.8000 Street_6 Avenue_19 281 N Street_6->Street_9->Avenue_13->Avenue_18->Avenue_11->Avenue_18->Avenue_20->Avenue_19
48647.7000 A3357 2000000 1 135.7000 Street_5 Street_2 297 N Street_5->Street_2
48652.4000 A3363 2000000 1 56.4000 Street_2 Street_10 299 N Street_2->Street_10
48696.1000 A3340 2000000 2 432.1000 Street_2 Street_6 292 N Street_2->Street_10->Street_6
48729.7000 A3360 2000000 1 183.7000 Avenue_11 Street_6 296 N Avenue_11->Street_6
48766.1000 A3299 2000000 4 1101.1000 Street_7 Avenue_13 281 N Street_7->Street_8->Street_1->Street_6->Avenue_13
48788.4000 A3321 2000000 3 804.4000 Avenue_15 Avenue_17 286 N Avenue_15->Avenue_16->Avenue_12->Avenue_17
48828.4000 A3364 2000000 3 219.4000 Avenue_11 Street_10 296 N Avenue_11->Avenue_14->Street_7->Street_10
48829.9000 A3362 2000000 2 252.9000 Street_8 Street_10 295 N Street_8->Street_7->Street_10
48882.7000 A3377 2000000 1 94.7000 Street_8 Street_7 298 N Street_8->Street_7
48885.8000 A3369 2000000 1 209.8000 Street_2 Street_9 296 N Street_2->Street_9
48911.0000 A3359 2000000 2 379.0000 Street_8 Street_6 293 N Street_8->Street_4->Street_6
48971.8000 A3342 2000000 4 672.8000 Avenue_20 Street_2 288 N Avenue_20->Avenue_11->Avenue_14->Street_5->Street_2
49020.8000 A3382 2000000 1 156.8000 Street_8 Street_2 297 N Street_8->Street_2
49037.7000 A3387 2000000 1 99.7000 Avenue_17 Street_10 298 N Avenue_17->Street_10
49039.2000 A3371 2000000 1 334.2000 Avenue_17 Street_10 294 N Avenue_17->Street_10
49061.2000 A3370 2000000 1 374.2000 Street_1 Avenue_17 293 N Street_1->Avenue_17
49087.7000 A3349 2000000 2 693.7000 Avenue_17 Street_2 288 N Avenue_17->Street_10->Street_2
49092.1000 A3396 2000000 1 26.1000 Street_6 Station1_0 299 N Street_6->Station1_0
49123.4000 A3399 2000000 2 11.4000 Avenue_14 Avenue_18 299 N Avenue_14->Avenue_11->Avenue_18
49232.8000 A3352 2000000 5 790.8000 Avenue_16 Street_3 286 N Avenue_16->Avenue_12->Avenue_17->Street_10->Street_7->Street_3
49284.8000 A3338 2000000 4 1047.8000 Avenue_18 Avenue_15 282 N Avenue_18->Avenue_20->Avenue_19->Avenue_16->Avenue_15
49286.3000 A3383 2000000 1 410.3000 Avenue_15 Avenue_16 293 N Avenue_15->Avenue_16
49318.1000 A3307 2000000 4 1537.1000 Avenue_15 Street_4 274 N Avenue_15->Avenue_12->Avenue_17->Street_10->Street_4
49447.6000 A3393 2000000 3 417.6000 Avenue_12 Street_5 293 N Avenue_12->Avenue_20->Street_1->Street_5
49449.1000 A3405 2000000 1 244.1000 Street_5 Street_1 295 N Street_5->Street_1
49491.6000 A3380 2000000 4 658.6000 Avenue_19 Avenue_17 289 N Avenue_19->Avenue_16->Avenue_14->Avenue_20->Avenue_17
49501.3000 A3422 2000000 1 43.3000 Street_9 Street_6 299 N Street_9->Street_6
49506.4000 A3400 2000000 2 378.4000 Street_9 Avenue_11 293 N Street_9->Avenue_19->Avenue_11
49551.4000 A3406 2000000 2 328.4000 Avenue_20 Avenue_16 294 N Avenue_20->Avenue_17->Avenue_16
49580.0000 A3323 2000000 5 1560.0000 Street_5 Avenue_18 274 N Street_5->Avenue_13->Street_5->Street_4->Street_3->Avenue_18
49581.5000 A3333 2000000 3 1414.5000 Street_10 Avenue_18 276 N Street_10->Street_2->Street_3->Avenue_18
49637.8000 A3408 2000000 2 387.8000 Street_7 Street_1 293 N Street_7->Street_6->Street_1
49649.6000 A3421 2000000 1 204.6000 Avenue_19 Avenue_18 296 N Avenue_19->Avenue_18
49658.6000 A3412 2000000 1 358.6000 Street_7 Avenue_19 294 N Street_7->Avenue_19
49709.1000 A3428 2000000 1 164.1000 Street_8 Street_6 297 N Street_8->Street_6
49716.1000 A3337 2000000 7 1490.1000 Avenue_11 Street_4 275 N Avenue_11->Avenue_18->Avenue_20->Avenue_19->Avenue_16->Avenue_14->Avenue_18->Street_4
49743.2000 A3435 2000000 1 99.2000 Avenue_17 Avenue_20 298 N Avenue_17->Avenue_20
49793.4000 A3437 2000000 1 121.4000 Street_8 Street_7 297 N Street_8->Street_7
49810.6000 A3436 2000000 2 150.6000 Street_1 Avenue_18 297 N Street_1->Street_2->Avenue_18
49812.1000 A3418 2000000 2 410.1000 Avenue_19 Street_2 293 N Avenue_19->Avenue_18->Street_2
49835.1000 A3438 2000000 1 146.1000 Street_10 Avenue_18 297 N Street_10->Avenue_18
49836.6000 A3416 2000000 3 466.6000 Avenue_11 Street_10 292 N Avenue_11->Avenue_19->Avenue_18->Street_10
49893.0000 A3420 2000000 3 460.0000 Avenue_16 Street_10 292 N Avenue_16->Avenue_12->Avenue_15->Street_10
49894.5000 A3440 2000000 1 182.5000 Avenue_15 Street_10 296 N Avenue_15->Street_10
49941.2000 A3442 2000000 1 207.2000 Street_7 Avenue_19 296 N Street_7->Avenue_19
49947.2000 A3417 2000000 3 562.2000 Street_4 Avenue_15 290 N Street_4->Street_5->Street_7->Avenue_15
49948.7000 A3366 2000000 3 1315.7000 Street_9 Avenue_15 278 N Street_9->Street_2->Street_7->Avenue_15
49961.4000 A3433 2000000 1 338.4000 Avenue_12 Avenue_14 294 N Avenue_12->Avenue_14
49971.6000 A3398 2000000 3 875.6000 Avenue_15 Avenue_18 285 N Avenue_15->Avenue_16->Avenue_15->Avenue_18
49973.0000 A3444 2000000 3 213.0000 Avenue_19 Street_1 296 N Avenue_19->Street_5->Street_7->Street_1
49974.5000 A3457 2000000 1 14.5000 Street_7 Street_1 299 N Street_7->Street_1
49989.7000 A3432 2000000 1 379.7000 Avenue_11 Avenue_12 293 N Avenue_11->Avenue_12
50007.6000 A3453 2000000 2 109.6000 Avenue_20 Avenue_16 298 N Avenue_20->Avenue_12->Avenue_16
50066.5000 A3354 2000000 4 1595.5000 Street_2 Avenue_13 273 N Street_2->Street_4->Street_5->Street_7->Avenue_13
50083.3000 A3460 2000000 1 76.3000 Street_10 Avenue_20 298 N Street_10->Avenue_20
